record_id,Deductions_Table,Earnings_Table
APPELF__4438-000000009024730-44382761_&I100PYSTB_20191003140147_22800034-09024730-44382761-001_10_.pdf_0,0.038461538461538464,0.28
APPELF__4438-000000009026410-44382921_&I100PYSTB_20191019122151_22800034-09026410-44382921-001_7_.pdf_0,0.0,0.0
APPELF__4438-000000009026410-44382921_&I100PYSTB_20191023231108_22800034-09026410-44382921-986_14_.pdf_0,0.7333333333333333,0.0
APPELF__4440-000000009075440-44403031_&I100PYSTB_20191030191434_22800036-09075440-44403031-001_12_.pdf_0,0.7619047619047619,0.5
APPELF__4443-000000009069570-44432751_&I100PYSTB_20191002132144_22800051-09069570-44432751-001_4_.pdf_0,0.7878787878787878,0.6666666666666666
APPELF__4443-000000009073380-44432881_&I100PYSTB_20191016090528_22800051-09073380-44432881-001_21_.pdf_0,0.06060606060606061,0.5
APPELF__4443-000000009075500-44432961_&I100PYSTB_20191023201551_22800051-09075500-44432961-001_36_.pdf_0,0.3333333333333333,0.0
APPELF__4443-000000009075500-44432961_&I100PYSTB_20191024151639_22800051-09075500-44432961-002_11_.pdf_0,0.0625,0.6
APPELF__4443-000000009076700-44433001_&I100PYSTB_20191027081552_22800051-09076700-44433001-001_17_.pdf_0,0.2,0.25
APPELF__4448-000000009048340-44482761_&I100PYSTB_20191007083950_22800104-09048340-44482761-372_29_.pdf_0,0.14285714285714285,0.6
APPELF__4448-000000009051840-44482911_&I100PYSTB_20191018095451_22800104-09051840-44482911-001_33_.pdf_0,0.07692307692307693,0.25
APPELF__4451-000000009054480-44512971_&I100PYSTB_20191024123946_22800253-09054480-44512971-001_27_.pdf_0,0.16666666666666666,0.0
APPELF__4451-000000009054480-44512971_&I100PYSTB_20191024123946_22800253-09054480-44512971-002_28_.pdf_0,0.16666666666666666,0.5
APPELF__4454-000000009020410-44543021_&I100PYSTB_20191029102630_23800015-09020410-44543021-001_18_.pdf_0,0.14285714285714285,0.3333333333333333
APPELF__4458-000000009039570-44582771_&I100PYSTB_20191004132308_38000770-09029000-07162771-001_17_.pdf_0,0.7777777777777778,0.0
APPELF__4459-000000009028420-44592881_&I100PYSTB_20191016033233_23800021-09028420-44592881-001_8_.pdf_0,0.6,0.4
APPELF__4459-000000009028420-44592881_&I100PYSTB_20191016033233_23800021-09028420-44592881-002_9_.pdf_0,0.75,0.6666666666666666
APPELF__4459-000000009028420-44592881_&I100PYSTB_20191016033233_23800021-09028420-44592881-003_10_.pdf_0,0.7333333333333333,0.4666666666666667
APPELF__4459-000000009029180-44592951_&I100PYSTB_20191022104757_23800021-09029180-44592951-001_7_.pdf_0,0.5,0.4666666666666667
APPELF__4459-000000009029180-44592951_&I100PYSTB_20191023024615_23800021-09029180-44592951-680_30_.pdf_0,0.5333333333333333,0.4666666666666667
APPELF__4459-000000009029930-44593011_&I100PYSTB_20191028145728_23800021-09029930-44593011-001_19_.pdf_0,0.07692307692307693,0.36666666666666664
APPELF__4467-000000009024330-44672831_&I100PYSTB_20191017113721_23800145-09024330-44672831-001_33_.pdf_0,0.125,0.36666666666666664
APPELF__4474-000000009018170-44742801_&I100PYSTB_20191007200534_26800017-09018170-44742801-001_14_.pdf_0,0.4666666666666667,0.3
APPELF__4476-000000009045560-44762931_&I100PYSTB_20191022025658_27800081-09045560-44762931-001_41_.pdf_0,0.0196078431372549,0.16666666666666666
APPELF__4476-000000009045560-44762931_&I100PYSTB_20191022025658_27800081-09045560-44762931-002_42_.pdf_0,0.020833333333333332,0.25
APPELF__4477-000000009016540-44773001_&I100PYSTB_20191028080326_27800083-09016540-44773001-001_15_.pdf_0,0.0,0.0
APPELF__4477-000000009016540-44773001_&I100PYSTB_20191028125058_27800083-09016540-44773001-002_10_.pdf_0,0.4444444444444444,0.3
APPELF__4484-000000009033590-44843031_&I100PYSTB_20191030173511_29800039-09033590-44843031-001_4_.pdf_0,0.5,0.5
APPELF__4488-000000009016390-44882981_&I100PYSTB_20191028214222_29800095-09016390-44882981-001_25_.pdf_0,0.0,0.3333333333333333
APPELF__4488-000000009016390-44882981_&I100PYSTB_20191028215353_29800095-09016390-44882981-002_28_.pdf_0,0.7777777777777778,0.25
APPELF__4489-000000009021770-44892871_&I100PYSTB_20191014204542_29800096-09021770-44892871-001_32_.pdf_0,0.2,0.5
APPELF__4489-000000009022170-44892941_&I100PYSTB_20191022013606_29800096-09022170-44892941-002_5_.pdf_0,0.4666666666666667,0.5
APPELF__4490-000000009017420-44902821_&I100PYSTB_20191010085445_29800097-09017420-44902821-001_10_.pdf_0,1.0,0.6
APPELF__4490-000000009017420-44902821_&I100PYSTB_20191010085445_29800097-09017420-44902821-002_4_.pdf_0,0.0,0.25
APPELF__4490-000000009017420-44902821_&I100PYSTB_20191010090044_29800097-09017420-44902821-003_20_.pdf_0,0.07692307692307693,0.5
APPELF__4492-000000009045800-44922831_&I100PYSTB_20191010145715_30800014-09045800-44922831-001_23_.pdf_0,0.9166666666666666,0.6
APPELF__4497-000000009019170-44972741_&I100PYSTB_20191001202924_30800027-09019170-44972741-001_2_.pdf_0,,
APPELF__4500-000000009029290-45002991_&I100PYSTB_20191028172937_30800035-09029290-45002991-003_18_.pdf_0,0.7777777777777778,0.3333333333333333
APPELF__4500-000000009029290-45002991_&I100PYSTB_20191028172937_30800035-09029290-45002991-004_16_.pdf_0,0.8518518518518519,0.28
APPELF__4502-000000009042080-45022881_&I100PYSTB_20191017201559_30800039-09042080-45022881-001_12_.pdf_0,0.06666666666666667,0.35
APPELF__4505-000000009039070-45052931_&I100PYSTB_20191020135113_30800045-09039070-45052931-001_9_.pdf_0,0.0,0.5
APPELF__4506-000000009046600-45063031_&I100PYSTB_20191030212557_30800047-09046600-45063031-001_9_.pdf_0,0.19047619047619047,0.7333333333333333
APPELF__4792-000000009022550-47922971_&I100PYSTB_20191024090457_47800129-09022550-47922971-001_8_.pdf_0,0.045454545454545456,0.2857142857142857
APPELF__4805-000000009016080-48052991_&I100PYSTB_20191030113826_49800027-09016080-48052991-002_33_.pdf_0,0.1111111111111111,0.4
APPELF__4805-000000009016080-48052991_&I100PYSTB_20191030115107_49800027-09016080-48052991-003_13_.pdf_0,0.037037037037037035,0.48
APPELF__4809-000000009017350-48092851_&I100PYSTB_20191014124521_49800141-09017350-48092851-001_24_.pdf_0,0.6666666666666666,0.6
APPELF__4817-000000009014250-48172991_&I100PYSTB_20191026105249_49800154-09014250-48172991-001_25_.pdf_0,0.3333333333333333,0.0
APPELF__4822-000000009023760-48222971_&I100PYSTB_20191024233729_50800011-09023760-48222971-001_40_.pdf_0,0.3333333333333333,0.3333333333333333
APPELF__4823-000000009018010-48232951_&I100PYSTB_20191024020801_50800012-09018010-48232951-003_19_.pdf_0,0.3333333333333333,0.3142857142857143
APPELF__4823-000000009018010-48232951_&I100PYSTB_20191024021146_50800012-09018010-48232951-004_13_.pdf_0,0.2,0.26666666666666666
APPELF__4833-000000009013620-48332831_&I100PYSTB_20191010211259_11800035-09013620-48332831-001_17_.pdf_0,0.5,0.7
APPELF__4833-000000009013620-48332831_&I100PYSTB_20191010211259_11800035-09013620-48332831-002_19_.pdf_0,0.9166666666666666,0.0
APPELF__4840-000000009027220-48402811_&I100PYSTB_20191009233231_11800042-09027220-48402811-001_31_.pdf_0,0.3333333333333333,0.8666666666666667
APPELF__5064-000000009022380-50643011_&I100PYSTB_20191029134518_05500264-09022380-50643011-001_12_.pdf_0,0.14285714285714285,0.3
APPELF__5167-000000009058780-51672761_&I100PYSTB_20191003172326_28000804-09058780-51672761-001_33_.pdf_0,0.5333333333333333,0.6
APPELF__5168-000000009036320-51682821_&I100PYSTB_20191010032751_28000805-09036320-51682821-001_19_.pdf_0,0.6666666666666666,0.5
APPELF__5169-000000009052550-51692741_&I100PYSTB_20191001133001_28000806-09052550-51692741-001_16_.pdf_0,0.36666666666666664,0.5
APPELF__5170-000000009013450-51702861_&I100PYSTB_20191022202227_28000807-09013450-51702861-001_15_.pdf_0,0.3333333333333333,0.0
APPELF__5172-000000009073850-51722951_&I100PYSTB_20191022163954_28000809-09073850-51722951-001_18_.pdf_0,0.0,0.0
APPELF__5181-000000009091070-51812871_&I100PYSTB_20191014225055_09000344-09091070-51812871-001_16_.pdf_0,0.5185185185185185,0.4666666666666667
APPELF__5181-000000009094550-51812961_&I100PYSTB_20191023133832_09000344-09094550-51812961-001_19_.pdf_0,0.2,0.25
APPELF__5181-000000009097260-51813041_&I100PYSTB_20191031111851_09000344-09097260-51813041-001_2_.pdf_0,0.6666666666666666,0.8
APPELF__5183-000000009015860-51832941_&I100PYSTB_20191021235637_05500727-09015860-51832941-001_17_.pdf_0,0.3939393939393939,0.7
APPELF__5183-000000009015860-51832941_&I100PYSTB_20191021235637_05500727-09015860-51832941-002_16_.pdf_0,0.6666666666666666,0.28888888888888886
APPELF__5185-000000009022630-51852881_&I100PYSTB_20191015181659_05500920-09022630-51852881-001_14_.pdf_0,0.8888888888888888,0.16666666666666666
APPELF__5186-000000009020350-51862841_&I100PYSTB_20191012024707_05500921-09020350-51862841-001_5_.pdf_0,0.25,0.0
APPELF__5188-000000009012330-51882811_&I100PYSTB_20191009051933_10000727-09012330-51882811-001_16_.pdf_0,0.07142857142857142,0.68
APPELF__5188-000000009012330-51882811_&I100PYSTB_20191009051933_10000727-09012330-51882811-002_15_.pdf_0,0.125,0.8095238095238095
APPELF__5188-000000009012330-51882811_&I100PYSTB_20191009160326_10000727-09012330-51882811-941_1_.pdf_0,0.0625,0.0
APPELF__5188-000000009016000-51882941_&I100PYSTB_20191022072629_10000727-09016000-51882941-001_15_.pdf_0,0.0,0.0
APPELF__5188-000000009018290-51883021_&I100PYSTB_20191029112715_10000727-09018290-51883021-001_11_.pdf_0,0.0,0.2
APPELF__5188-000000009018290-51883021_&I100PYSTB_20191029124721_10000727-09018290-51883021-002_13_.pdf_0,0.5,0.0
APPELF__5188-000000009018290-51883021_&I100PYSTB_20191029204921_10000727-09018290-51883021-004_14_.pdf_0,0.5,0.2
APPELF__5188-000000009018290-51883021_&I100PYSTB_20191101002204_10000727-09018290-51883021-005_13_.pdf_0,0.25,0.5333333333333333
APPELF__5203-000000009023320-52032761_&I100PYSTB_20191006234621_05500899-09023320-52032761-001_4_.pdf_0,0.9444444444444444,0.55
APPELF__5203-000000009025330-52032971_&I100PYSTB_20191026012253_05500899-09025330-52032971-001_8_.pdf_0,0.0,0.1111111111111111
APPELF__5209-000000009025930-52092891_&I100PYSTB_20191017021530_05500905-09025930-52092891-001_34_.pdf_0,0.2,0.2727272727272727
APPELF__5212-000000009031840-52122901_&I100PYSTB_20191017121834_05500908-09031840-52122901-001_14_.pdf_0,0.1111111111111111,0.28
APPELF__5212-000000009031840-52122901_&I100PYSTB_20191017152651_05500908-09031840-52122901-002_8_.pdf_0,0.16666666666666666,0.0
APPELF__5213-000000009060280-52132951_&I100PYSTB_20191022170747_09000144-09060280-52132951-001_36_.pdf_0,0.1,0.25
APPELF__5214-000000009048150-52142841_&I100PYSTB_20191014212914_09000145-09048150-52142841-001_26_.pdf_0,0.14285714285714285,0.16666666666666666
APPELF__5214-000000009048320-52142861_&I100PYSTB_20191014123030_09000145-09048320-52142861-001_20_.pdf_0,0.07692307692307693,0.0
APPELF__5215-000000009045420-52152951_&I100PYSTB_20191022025658_10800041-09047960-37832941-001_13_.pdf_0,0.5555555555555556,0.4666666666666667
APPELF__5215-000000009048030-52153081_&I100PYSTB_20191101010235_33000855-09026610-14563031-001_20_.pdf_0,0.4166666666666667,0.0
APPELF__5217-000000009055630-52172881_&I100PYSTB_20191016130720_09000148-09055630-52172881-001_1_.pdf_0,0.2,0.0
APPELF__5217-000000009056060-52172901_&I100PYSTB_20191018115111_09000148-09056060-52172901-002_13_.pdf_0,0.3333333333333333,0.07142857142857142
APPELF__5220-000000009019270-52202811_&I100PYSTB_20191009074423_33000244-09019270-52202811-001_7_.pdf_0,0.4666666666666667,0.6
APPELF__5220-000000009019270-52202811_&I100PYSTB_20191009132540_33000244-09019270-52202811-002_29_.pdf_0,1.0,0.07692307692307693
APPELF__5220-000000009019450-52202831_&I100PYSTB_20191010192451_33000244-09019450-52202831-001_30_.pdf_0,0.2,0.3333333333333333
APPELF__5234-000000009009740-52342751_&I100PYSTB_20191002121824_05800933-09009740-52342751-001_34_.pdf_0,0.30303030303030304,0.8153846153846154
APPELF__5234-000000009009740-52342751_&I100PYSTB_20191002131654_05800933-09009740-52342751-002_26_.pdf_0,0.2727272727272727,0.4857142857142857
APPELF__5235-000000009029320-52352761_&I100PYSTB_20191003223237_05500934-09029320-52352761-001_1_.pdf_0,0.5333333333333333,0.5
APPELF__5238-000000009021480-52382761_&I100PYSTB_20191003194920_05500937-09021480-52382761-001_15_.pdf_0,0.24242424242424243,0.0
APPELF__5238-000000009023000-52382901_&I100PYSTB_20191017121834_05500937-09023000-52382901-001_16_.pdf_0,0.16666666666666666,0.0
APPELF__5248-000000009035230-52482791_&I100PYSTB_20191006183129_09000161-09035230-52482791-001_3_.pdf_0,0.16666666666666666,0.5333333333333333
APPELF__5248-000000009036690-52482901_&I100PYSTB_20191017072105_09000161-09036690-52482901-001_13_.pdf_0,0.1,0.25
APPELF__5259-000000009033850-52592791_&I100PYSTB_20191007223240_03000588-09033850-52592791-001_25_.pdf_0,0.4444444444444444,0.44
APPELF__5260-000000009029640-52603001_&I100PYSTB_20191027234601_03000586-09029640-52603001-001_4_.pdf_0,0.06349206349206349,0.3333333333333333
AVERAGE,0.3264234730411202,0.33602721915765404
